Dominant_Topic,Topic_Perc_Contrib,Keywords,AcceptedAnswerId,AnswerCount,Body,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,OwnerUserId,PostTypeId,Score,Tags,Title,ViewCount
5,0.2344,"omnet, inet, make, project, build, link, error, library, fail, command",0,0,"<p>i can able to achieve cloning of aodv protocol but for DSR it's very challenging task for me. 
Any help will be appreciated
Thanks in advance ...</p>
",2,0,2016-01-23T18:49:32.383,0,34967384,4125508,1,0,<adhoc><ns2>,How to make clone of DSR protocol in ns 2.35?,207
4,0.3321,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",0,1,"<p>Hey friends i had installed Omnet++ 4.2.2 and Castalia 3.2.I had tried to run the example simulations,but it saying an run time error.i had attached it as a image.Please help me.Please tell me the solutions.Help indeed please.</p>

<p><a href=""https://i.stack.imgur.com/Fkhb7.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/Fkhb7.jpg"" alt=""Error in Castalia""></a></p>
",4,0,2016-01-24T04:23:38.110,0,34972196,5706809,1,-1,<omnet++>,Run time error in Castalia,479
3,0.1986,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",35034447,1,"<p>How can i analyse the path-loss in veins, during the communication between two nodes. I looked through the analogue modules files and found that simple path-loss module is used but i don't know how this module could be used to accumulate the path-loss results. Do i have to add separate statistics to extract the path-loss results?</p>
",0,0,2016-01-25T11:08:04.123,0,34991104,5550176,1,0,<omnet++><veins>,How to analyse path-loss in omnet++ for veins example?,404
0,0.2839,"packet, message, send, node, receive, application, multiple, datum, specific, server",35005265,1,"<p>When creating <strong>WaveShortMessage</strong> or <strong>(wsm)</strong> in <strong>Veins</strong>, there is a priority field that needs to be specified for each packet. The priority levels that can be used are 0-3. Also based on <a href=""http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&amp;arnumber=6765173"" rel=""nofollow"">this</a> paper <strong>WAVE</strong> uses EDCA as MAC layer protocol. EDCA has four different Access Categories (AC) or queues. These queues are used to prioritize outgoing packets. My questions are:</p>

<ol>
<li>In <strong>WSM</strong>, does 0 have the highest priority or lowest priority?</li>
<li>How does <strong>WSM</strong> packet priorities map to <strong>EDCA</strong> access categories? Or does it map at all? If not, then is there any way in Veins, where I could assign packets to specific access category in EDCA? </li>
</ol>
",0,0,2016-01-25T20:44:03.430,2,35001990,1733825,1,1,<omnet++><wave><qos><veins>,Veins(Omnet++) WAVE packet priority mapping to EDCA(Enhanced Distributed Channel Access),174
0,0.2875,"packet, message, send, node, receive, application, multiple, datum, specific, server",0,1,"<p>Is it possible to send packets to multiple users simultaneously in ns2?
Here, the sender should have the feature to transmit to multiple nodes/users and the receiver should have the feature of only receiving packets. How can I represent this in ns2? Is there any command for it?</p>
",0,0,2016-01-26T07:54:20.547,0,35009115,4949052,1,1,<networking><tcl><simulator><ns2>,Multiple Packet Transmission,75
6,0.2614,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",35036518,1,"<p>I use sumo 0.21, veins 3.0, OMNet++ 4.6
but when I run simulation without internet connection i get the error </p>

<p><strong><em>Attempted to read past end of byte buffer</em></strong></p>

<p>and even using low speed internet connection make noticeable latency before running simulation 
i used previous version of these simulator but only in these version this problem occurred
What is the cause of this problem? how can I fix it?  </p>
",2,0,2016-01-26T18:35:34.537,0,35021264,4992165,1,-2,<omnet++><veins>,veins: Attempted to read past end of byte buffer error,629
3,0.233,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",0,1,"<p>I have installed the following:</p>

<ul>
<li>omnetpp-5.0b3-src-linux.tgz</li>
<li>osgEarth</li>
<li>OpenSceneGraph</li>
</ul>

<p>and trying to run <strong>osg-earh</strong> module, but it gives me the error</p>

<blockquote>
  <p><strong>osgEarth and OpenSceneGraph are not installed</strong>"".</p>
</blockquote>

<p>Please help me integrate <strong>osgEarth</strong> and <strong>OpenSceneGraph</strong> with <strong>Omnet++</strong>.</p>
",1,0,2016-01-27T06:20:06.953,0,35030124,5845150,1,0,<omnet++>,Omnet 3D Integration,984
1,0.3194,"file, set, parameter, number, module, trace, generate, script, random, position",0,0,"<p>I've started to work on NS3 to compare different TCP congestion Control Mechanisms.
I'm using an available TCP example named tcp-variants-comparison. It's using available method in NS3 like Reno, NewReno, etc.
The example producing 4 different outputs. Is there any one knew what exactly this 4 pcap files contains?
I have opened them using WireShark tool, but I can not figure out the meaning of information I have in every file.</p>

<p>Regards,</p>
",5,0,2016-01-28T21:56:05.500,0,35072863,1006800,1,2,<tcp><ns-3><congestion-control>,Tcp Variants Comparison in NS3,590
1,0.2083,"file, set, parameter, number, module, trace, generate, script, random, position",40010371,2,"<p>On <strong><a href=""http://veins.car2x.org/"" rel=""nofollow"">Veins</a></strong> applications (<code>veins/src/modules/application/app_name.(cc, h</code>), how to get values like 
<code>*.car[*].appl.numVehicles</code> from the<code>ini</code> file?</p>

<p>I can get values like <code>sim-time-limit</code> (see below) and anothers createad by me one, by I can't acess values on <code>*.car[*].*</code> or <code>*.rsu[*].*</code> from ini file.</p>

<pre><code>stringTmp = ev.getConfig()-&gt;getConfigValue(""sim-time-limit"");
</code></pre>

<p>I'd appreciate any help</p>
",0,0,2016-01-29T01:23:59.737,0,35075324,5187126,1,1,<omnet++><veins><simulationx>,"On Veins, how to get some values from ini file?",371
1,0.3523,"file, set, parameter, number, module, trace, generate, script, random, position",35097345,1,"<p>I was trying to send ftp packets using tcp. which parameter in ns2 should i use to change the data rate of sender? i tried using the following to vary between 2 Mbps and 8 Mbps but seems like both are giving same results and does not vary the sender data rate.</p>

<pre><code>$ftp($i) set rate_ 2Mb
</code></pre>
",0,0,2016-01-29T03:21:50.647,0,35076305,3378763,1,0,<tcp><ns2>,how to set data rate in case of tcp using ns2?,1470
0,0.1927,"packet, message, send, node, receive, application, multiple, datum, specific, server",0,1,"<p>Are there any implementation for MQTT in Omnet++ Simulation framework ?
There are a paper but i cant find the download link for the paper and the orginal implementation
 ""Mqtt Performance Analysis with Omnet++"" (<a href=""http://www.citeulike.org/user/sammydre/article/604340"" rel=""nofollow"">http://www.citeulike.org/user/sammydre/article/604340</a>.</p>
",0,0,2016-01-29T15:44:28.887,0,35088416,1858187,1,0,<networking><tcp><simulation><mqtt><omnet++>,Omnet++ - MQTT Analysis,472
3,0.4519,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",40006046,2,"<p>On <a href=""http://veins.car2x.org/"" rel=""nofollow"">Veins</a>, when I create routes and set the number of vehicles/nodes in the scenario by the <code>ini</code> file (see below), they are insert in the simulation at the timestamp 1.2 s.</p>

<pre><code>*.car[*].appl.numVehicles = 52
</code></pre>

<p>There is a way to insert the vehicles using <code>*.car[*].appl.numVehicles</code> at the timestamp 0 s?</p>

<p>I'd appreciate any help</p>
",4,0,2016-01-30T13:25:45.830,1,35102341,5187126,1,1,<simulation><omnet++><veins>,How insert the vehicles/nodes in the scenario by *.car[*].appl.numVehicles at the timestamp zero?,138
3,0.2097,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",35151712,1,"<p>I am using realistic street networks imported from <a href=""http://www.openstreetmap.org"" rel=""nofollow"" title=""OpenStreetMap"">OpenStreetMap</a> for simulations with Veins, for example the <a href=""https://github.com/lcodeca/LuSTScenario"" rel=""nofollow"" title=""LuST Scenario"">Luxembourg scenario</a> from Lara Codeca. Now, to prepare a visualisation (using Google Earth), I want to export the vehicle positions in the simulation from SUMO or OmNET coordinates to GPS coordinates.</p>

<p>As material I have the OSM file used for generating the scenario, including the GPS positions of all nodes there. I was hoping to find a simple mapping from the simulation coordinates to GPS coordinates, for example, by knowing the GPS coordinates of the corners of the bounding box and the simulation playground.</p>

<p>Is there a simple way to make this conversion, and how can I find the actual corners that were used by the OSM conversion when generating the playground?</p>
",4,0,2016-02-01T06:01:38.677,4,35123909,2699475,1,1,<openstreetmap><omnet++><veins>,Converting Veins Coordinates to GPS,884
7,0.2614,"implement, find, add, function, route, code, class, type, program, call",35156765,1,"<p>I am thinking of implementing anycast. I have 2 network areas with ipv4  addressing schemes. IPv6 addressing scheme is used for anycast. So please give me some tips for implementing anycast mechanism in IPv4 addressing scheme.</p>
",2,0,2016-02-01T10:49:52.897,0,35128620,5048956,1,-1,<c++><networking><ipv6><ipv4><omnet++>,Is it possible to implement anycast with IPv4 in Omnet++?,106
0,0.3237,"packet, message, send, node, receive, application, multiple, datum, specific, server",35175457,1,"<p>I have a network topology which includes 36 lcn.One of them approximately has 42 sensor nodes in <a href=""http://i.stack.imgur.com/1G4KQ.png"" rel=""nofollow"">network topology</a>.After sensing data I want to send data to gcn.To do this, data has to hop lcn to lcn.I did this using the gates.I just forward the packet.However I want to send packet directly to the specified relay node.When I type;</p>

<pre><code> send(packet,""lcnIO$"", 7); 
</code></pre>

<p>it normally gives me gate size error because maximum gate size is 8. How can I achieve this.I mean I want to send packet directly to lcn 7 from lcn 0.Both of them have diagonal connection between each others.</p>
",0,0,2016-02-02T13:50:44.760,1,35155301,2965741,1,1,<omnet++>,Send message directly using the Index of Node in Omnet++,592
4,0.2303,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",35196143,2,"<p>I want to run my simulation on a machine that does not have omnet++. Is there any way that I can do that?
Is it possible to build my project in a way to be self sufficient? </p>
",3,0,2016-02-02T15:42:02.857,1,35157723,5066810,1,0,<omnet++>,Running simulation in omnet++ with standalone file,376
0,0.2083,"packet, message, send, node, receive, application, multiple, datum, specific, server",0,0,"<p>I'm trying to use WFQ scheduling algorithm on NS2 (ver. 2.35)<br>
I added the following implementation to NS2:<br>
<a href=""https://www.cse.iitb.ac.in/~varsha/allpapers/packet-scheduling/sim_code/ns2_packet_scheduling/src/"" rel=""nofollow noreferrer"">https://www.cse.iitb.ac.in/~varsha/allpapers/packet-scheduling/sim_code/ns2_packet_scheduling/src/</a></p>

<p>and wrote a simple dumbbell topology to test it:  </p>

<pre><code>set ns [new Simulator]

set nf [open trace.nam w]
$ns namtrace-all $nf

set tf [open trace.tr w]
$ns trace-all $tf

proc finish {} {
        global ns tf nf
        $ns flush-trace
        close $tf
        close $nf
        exec nam trace.nam &amp;
        exit 0
}

Simulator instproc get-link { node1 node2 } {
    $self instvar link_
    set id1 [$node1 id]
    set id2 [$node2 id]
    return $link_($id1:$id2)
}

set n0 [$ns node]
set n1 [$ns node]
set n2 [$ns node]
set n3 [$ns node]
set R1 [$ns node]
set R2 [$ns node]

$ns duplex-link $n0 $R1 10Mb 1ms DropTail
$ns duplex-link $n2 $R1 10Mb 1ms DropTail
$ns duplex-link $R1 $R2 1Mb 3ms WFQ
$ns duplex-link $R2 $n1 10Mb 1ms DropTail
$ns duplex-link $R2 $n3 10Mb 1ms DropTail


set l [$ns get-link $R1 $R2]
set q [$l queue]

$q buckets 6
$q bandwidth 100
$q blimit 10000
$q mask 0
$q quantum 0 .40
$q quantum 1 .60

$ns queue-limit $R1 $R2 10

$ns duplex-link-op $R1 $n0 orient left-up
$ns duplex-link-op $n1 $R2 orient left-down
$ns duplex-link-op $R1 $R2 orient right
$ns duplex-link-op $n2 $R1 orient right-up
$ns duplex-link-op $R2 $n3 orient right-down

$ns duplex-link-op $R1 $R2 queuePos 0.5

set tcp0 [new Agent/TCP]
$ns attach-agent $n0 $tcp0
set tcpsink0 [new Agent/TCPSink]
$ns attach-agent $n1 $tcpsink0

set udpsink0 [new Agent/Null]
$ns attach-agent $n3 $udpsink0

set udp0 [new Agent/UDP]
$udp0 set class_ 6
$ns attach-agent $n2 $udp0


set ftp0 [new Application/FTP]
$ftp0 attach-agent $tcp0

set cbr [new Application/Traffic/CBR]
$cbr set packetSize_ 500
$cbr set rate_ 1Mb
$cbr attach-agent $udp0

$ns connect $udp0 $udpsink0
$ns connect $tcp0 $tcpsink0

$ns at 0.1 ""$ftp0 start""
$ns at 0.1 ""$cbr start""
$ns at 300.0 ""$ftp0 stop""
$ns at 300.0 ""$cbr stop""
$ns at 305.0 ""finish""

$ns run
</code></pre>

<p>But after running simulation I get  </p>

<pre><code>No active flow
No active flow
No active flow
Floating point exception (core dumped)
</code></pre>

<p>While the implementaion example (<a href=""https://www.cse.iitb.ac.in/~varsha/allpapers/packet-scheduling/sim_code/ns2_packet_scheduling/examples/ex1.tcl"" rel=""nofollow noreferrer"">here</a> ) works (it only gives <code>No  active flow</code> messages but not the <code>Floating point exception (core dumped)</code> )</p>
",2,0,2016-02-03T12:47:23.263,0,35177517,342059,1,0,<simulation><ns2>,Using WFQ scheduling on ns2,292
1,0.2724,"file, set, parameter, number, module, trace, generate, script, random, position",0,1,"<p>I have 2 nodes in my network and they have UDPBaiscApp for the communication between them. Node 1 sends message of length of 10kb periodically to node 2. Now I want to put a constraint of size of data Node 1 has. E.g., if Node 1 has 100kB data and it sends 10kB at once the the communication should end after sending message for 10 times. So how do I assign that maximum data that Node 1 can have?</p>
",0,0,2016-02-03T14:04:42.290,0,35179232,5048956,1,0,<omnet++>,Omnet++: Set total message length to be transferred from one node to another,82
5,0.2207,"omnet, inet, make, project, build, link, error, library, fail, command",0,0,"<p>I'm doing a vertical handover between wifi and LTE. I created a scenario and now I'm stuck on an error during simulation phase.</p>

<pre><code>Error in module (LteMacEnb)
LTEHandovewrNetwork.eNodeB.nic.mac (id=35) at event #40,
t=0.002: std:out_of_range: map::at.
</code></pre>

<p><img src=""https://i.stack.imgur.com/a9RYB.png"" alt=""http://i.stack.imgur.com/a9RYB.png""></p>
",5,0,2016-02-03T16:42:21.093,0,35182777,5879002,1,0,<omnet++><inet>,"Error on omnet++, INET, SIMUlte",232
5,0.2875,"omnet, inet, make, project, build, link, error, library, fail, command",35205031,1,"<p>I’m currently searching for 802.11p simulation feasability and I would like to test IPv6 as well, apart from the WAVE/IEE 802.11p. The INET would be the solution but I’m doubting about the compatibility with the Veins 4 alpha 2 (latest version).</p>

<p>What I know is that Veins 3.X was based on MiXiM, but at the same time INET and MiXiM can be compatible and installed together in OmNET, combining them or even with MixNET.</p>

<p>I would really like to know if somebody has achieved them work al together (OmNET + Veins + INET o MiXiM+INET).</p>

<p>Thank you.</p>
",0,0,2016-02-04T13:35:25.557,1,35202460,1166773,1,0,<omnet++><wave><inet><veins>,Veins - INET compatibility,1112
6,0.2875,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",0,1,"<p>I had installed Omnet++ 4.4.2 and i have Castalia. Now i am getting a error in cCompoundModule. Please help me to find a solution for this error:</p>

<blockquote>
  <p>Error in module (cCompundModule) SN (id=1) during network setup: Class <strong>coordNode</strong> not found - perhaps its code was not linked in or the class wasn't registered with <code>Register_Class()</code> or in the case of modules and channels with <code>Define_Module()</code> / <code>Define_Channel()</code>.</p>
</blockquote>
",2,0,2016-02-05T08:36:09.280,0,35219595,5706809,1,0,<omnet++>,Error occured during the simulation of videosensor node in omnet++,77
0,0.2614,"packet, message, send, node, receive, application, multiple, datum, specific, server",0,0,"<p>I need to send the entire routing table in a packet with OMNeT++. 
MyPacket.msg file is this:</p>

<pre><code>cplusplus {{
#include ""inet/networklayer/ipv4/IPv4RoutingTable.h""
#include ""inet/networklayer/contract/ipv4/IPv4Address.h""
}}

namespace inet;

class noncobject inet::IPv4RoutingTable;
class noncobject inet::IPv4Address;

packet MyPacket    {
   IPv4Address srcIPAddress;
   IPv4RoutingTable rt;
}
</code></pre>

<p>but when I build the project, I get these errors:</p>

<blockquote>
  <p>use of deleted function ‘inet::IPv4RoutingTable&amp; inet::IPv4RoutingTable::operator=(const inet::IPv4RoutingTable&amp;)’<br>
  use of deleted function ‘inet::IPv4RoutingTable&amp; inet::IPv4RoutingTable::operator=(const inet::IPv4RoutingTable&amp;)’<br>
  use of deleted function ‘cSimpleModule&amp; cSimpleModule::operator=(const cSimpleModule&amp;)’ IPv4RoutingTable.h<br>
  use of deleted function ‘cNoncopyableOwnedObject&amp; cNoncopyableOwnedObject::operator=(const cNoncopyableOwnedObject&amp;)’<br>
  use of deleted function ‘cModule&amp; cModule::operator=(const cModule&amp;)’<br>
  use of deleted function ‘cDefaultList&amp; cDefaultList::operator=(const cDefaultList&amp;)’<br>
  use of deleted function ‘cComponent&amp; cComponent::operator=(const cComponent&amp;)’<br>
  ‘const noncopyable&amp; noncopyable::operator=(const noncopyable&amp;)’ is private  </p>
</blockquote>

<p>how can I solve this? thanks!</p>
",2,0,2016-02-08T17:19:00.107,0,35275495,5899407,1,1,<c++><omnet++>,OMNeT++ send routing table in packet,287
5,0.2614,"omnet, inet, make, project, build, link, error, library, fail, command",35676267,1,"<p>How can I modify UDPBasicApp to find duplicates in the messages recieved?
I made these changes to the class UDPBasicApp.cc to add an extra step to check recieved udp data packets like below, but I see no effect in .sca/.vec and does not even show bubbles.
Where could the error be?</p>

<pre><code>void UDPBasicApp::handleMessageWhenUp(cMessage *msg) 
{

 if (msg-&gt;isSelfMessage()) {
     ASSERT(msg == selfMsg); 
     switch (selfMsg-&gt;getKind()) {
         case START:
             processStart(); 
             break;

         case SEND:
             processSend();
             break;

         case STOP:
             processStop();
             break; 

         default: 
             throw cRuntimeError(""Invalid kind %d in self message"", (int)selfMsg-&gt;getKind());
     } 
 }

 else if (msg-&gt;getKind() == UDP_I_DATA) { 
     // process incoming packet
     //-----------------------------------------------------Added step
                     //std::string currentMsg= """" + msg-&gt;getTreeId(); 
                    std::string currentPacket= PK(msg)-&gt;getName();
                      if( BF-&gt;CheckBloom(currentPacket) == 1) {
                        numReplayed++;
                        getParentModule()-&gt;bubble(""Replayed!!"");
                        EV&lt;&lt;""----------------------WSNode ""&lt;&lt;getParentModule()-&gt;getIndex() &lt;&lt;"": REPLAYED! Dropping Packet\n"";
                           delete msg;
                           return;
                        }
                        else 
                           { 
                             BF-&gt;AddToBloom(currentPacket);
                             numLegit++;
                             getParentModule()-&gt;bubble(""Legit."");
                             EV&lt;&lt;""----------------------WSNode ""&lt;&lt;getParentModule()-&gt;getIndex() &lt;&lt;"":OK. Pass.\n"";
                        }
     //-----------------------------------------------------------------------------
     processPacket(PK(msg));
 }

 else if (msg-&gt;getKind() == UDP_I_ERROR) {
     EV_WARN &lt;&lt; ""Ignoring UDP error report\n"";
     delete msg;
 }
 else { 
     throw cRuntimeError(""Unrecognized message (%s)%s"", msg-&gt;getClassName(), msg-&gt;getName());
 } 
 if (hasGUI()) {
     char buf[40];
     sprintf(buf, ""rcvd: %d pks\nsent: %d pks"", numReceived, numSent);
     getDisplayString().setTagArg(""t"", 0, buf);
 }
}
</code></pre>
",3,0,2016-02-09T07:16:27.893,0,35286022,4697866,1,0,<udp><omnet++><inet>,How to check forwarded Packets in UDPBasicApp in Omnet,236
4,0.2412,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",35290983,1,"<p>I am measuring energy level when the packet comes to one of the specific LCN from anothers.I want to get the current simulation time when packet arrives to this LCN.To do this, I used </p>

<pre><code>SimTime();
</code></pre>

<p>function but it always gives me the 0. So, how can I get current simulation time. I need to draw the energy level of the LCN with respect to time until simulation ends.I mean what is energy level of of LCN when the time is 10? (for example) </p>
",2,0,2016-02-09T07:41:32.787,0,35286417,2965741,1,1,<omnet++>,How to get current simulation time in omnet++?,1280
1,0.1875,"file, set, parameter, number, module, trace, generate, script, random, position",0,0,"<p>I'm currently using NS-3 network simulator to implement a Wifi network 802.11b which uses OpenFlow.
I'm trying to link my nodes and my switch devices. As shown in the openflow-switch.cc file this is done as follows with csma:</p>

<pre><code> // Create the csma links, from each terminal to the switch

NetDeviceContainer terminalDevices;
NetDeviceContainer switchDevices;
for (int i = 0; i &lt; 4; i++)
{
  NetDeviceContainer link = csma.Install (NodeContainer (terminals.Get(i), csmaSwitch));
  terminalDevices.Add (link.Get (0));
  switchDevices.Add (link.Get (1));
}
</code></pre>

<p>I am using the WifiHelper wifi for my script but cannot as simply use:</p>

<pre><code> NetDeviceContainer link = wifi.Install(NodeContainer (staDevices.Get (i), Switch));
</code></pre>

<p>Because the wifi.Install method requires parameters:</p>

<pre><code>wifi.Install (phy, mac, wifiStaNodes);
</code></pre>

<p>I've tried to pass in the nodes like so:</p>

<pre><code>NetDeviceContainer link = wifi.Install(phy, mac, (NodeContainer (wifiStaNodes.Get (i), Switch)));

terminals.Add (link.Get(2));
switchDevices.Add (link.Get(3));
</code></pre>

<p>But when running the script I received a 'terminated with signal SIGSEGV' Error and on debugging was given no further information as to why the error was being returned.</p>

<p>Is there any suggestions as to how to overcome this issue as I've tried various ways of creating the link but none have worked.
Appreciate any suggestions,
Sean</p>
",0,0,2016-02-09T18:19:28.803,0,35299324,4814449,1,2,<c++><wifi><ns-3><openflow>,Implementing OpenFlow enabled Wifi network in NS-3,160
0,0.3194,"packet, message, send, node, receive, application, multiple, datum, specific, server",35362743,1,"<p>I'm ns-3 newbie and I want to simulate with 802.11e EDCA mac layer for TXOP.
I can find some simple example about point to point,
with <code>PointToPointHelper</code> And <code>UdpEcho(Client/Server)Helper</code> classes.
I could also get a fact that there are <code>CsmaHelper</code> class and wifi/model/edca_txop.cc file.</p>

<p>But I couldn't find how to simulate with 802.11e mac layer.<br>
I would not know which application class is used, or which helper class is used, exactly.</p>

<p>So If you guys have some knowledge, may I ask you to tell me?
If it is difficult, could you give some simple example please? then I will try to understand how to use, which class can be used.</p>

<p>If this ask is rude, then give me some link for how to use 802.11e edca please. And also teach me rule of this site and netiquette also please, if It is ok.</p>
",0,0,2016-02-10T15:21:59.503,0,35319085,4128809,1,1,<ns-3>,"ns-3 802.11e EDCA TXOP, Specific Mac Layer",480
3,0.3066,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",35359302,1,"<p>I'm trying to evaluate an application that runs on a vehicular network using OMNeT++, Veins and SUMO. Because the application relies on realistic traffic behavior, so I decided to use the <a href=""https://github.com/lcodeca/LuSTScenario"" rel=""nofollow"">LuST Scenario</a>, which seems to be the state of the art for such data. However, I'd like to use specific parts of this scenario instead of the entire scenario (e.g., a high and a low traffic load fragment, perhaps others). It'd be nice to keep the bidirectional functionality that VEINS offers, although I'm mostly interested in getting traffic data from SUMO into my simulation.</p>

<p>One obvious way to implement this would be to use a warm-up period. However, I'm wondering if there is a more efficient way -- simulating 8 hours of traffic just to get a several-minute fragment feels inefficient and may be problematic for simulations with sufficient repetitions.</p>

<p>Does VEINS have a built-in mechanism for warm-up periods, primarily one that avoids sending messages (which is by far the most time consuming part in the simulation), or does it have a way to wait for SUMO to advance, e.g., to a specific time stamp (which also avoids creating vehicle objects in OMNeT++ and thus all the initiation code)?</p>

<p>In case it's relevant -- I'm using the latest stable versions of OMNeT++ and SUMO (OMNeT++ 4.6 with SUMO 0.25.0) and my code base is based on VEINS 4a2 (with some changes, notably accepting the TraCI API version 10). </p>
",0,0,2016-02-11T08:27:20.293,4,35334196,4787916,1,4,<simulation><omnet++><veins>,Using a subset of a SUMO scenario for OMNeT++ network simulation (with VEINS),760
2,0.2454,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",0,1,"<p>I'm trying to run Castalia simulation (radioTest) in Omnet++ but I stopped on one issue. When I'm choosing one of the configurations define in omnetpp.ini then error appear:</p>

<p><strong>""Error in module (cModule) SN (id=1) during network setup: Class ""WirelessChannel"" not found -- perhaps its code was not linked in, or the class wasn't registered with Register_Class(), or in the case of modules and channels, with Define_Module()/Define_Channel().""</strong></p>

<p>I would be very grateful for your help.</p>
",5,0,2016-02-13T14:37:30.313,1,35381191,5922525,1,0,<omnet++>,Omnet++: Error in module (cModule) SN (id=1) during network setup,715
6,0.2083,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",0,2,"<p>I have an error while implementing malicious node in ns2 for the <code>AODV</code> routing protocol</p>

<pre><code>$ns at 0.0 ""[$node_(0) set ragent_] hacker""
</code></pre>

<p><img src=""https://i.stack.imgur.com/YFlDx.png"" alt=""Screenshot is given, please help me to get rid of the error""></p>
",1,0,2016-02-16T06:15:06.907,0,35425113,5134748,1,-1,<networking><routing><ns2>,Malicious node in ns2,381
4,0.2431,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",0,0,"<p>I want to run omnet which its IDE is based on Eclipse with different workspaces on different cores of cpu. I have found a similar question but in OSX <a href=""https://stackoverflow.com/questions/13771888/how-can-i-launch-multiple-eclipse-ide-with-different-workspaces"">here</a>. </p>

<p>Is there a way to do it in windows?
I could do it before, omnet just asked me for which workspace I want to use then loaded that workspace. But for some reason it stopped doing it and says <code>The process cannot access the file because it is being used by another process</code></p>
",6,0,2016-02-16T14:57:36.083,0,35435788,5066810,1,0,<omnet++>,how to run omnet on multicore cpu with different workspaces?,293
