AcceptedAnswerId,AnswerCount,Body,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,Id,OwnerUserId,PostTypeId,Score,Tags,Title,ViewCount
6541295,1,"<p>I've added a very simple .csv file to my app's NSDocumentDirectory using:</p>

<pre><code>-(IBAction)exportModule:(id)sender{
    NSString *fileName = @""exportedfile.csv"";
    NSArray *paths = NSSearchPathForDirectoriesInDomains(NSDocumentDirectory, NSUserDomainMask, YES);
    NSString *documentsDirectory = [paths objectAtIndex:0];  
    NSString *exportString = @""I've,been,exported"";
    NSData *testData=[exportString dataUsingEncoding:NSUTF8StringEncoding];
    NSString *docDir = documentsDirectory;
    NSString *completePath = [docDir stringByAppendingPathComponent:fileName];
    [testData writeToFile:completePath atomically:YES];

    if ([[NSFileManager defaultManager] fileExistsAtPath:completePath]) {
    NSLog(@""Theres a file here!"");
    }

}
</code></pre>

<p>The  app gets into the if statement printing <code>""Theres a file here!""</code>, however I would like open the file and see if there were any problems in formatting the .csv. </p>

<p>If I were running on a physical device, I'd be able to open it up in iTunes and take a look there, but is there a way to examine the .csv while only using the simulator?</p>
",0,0,2011-06-30T21:23:35.690,1,6541270,788067,1,2,<objective-c><simulator><nsdocumentdirectory>,Accessing NSDocumentDirectory on iPad Simulator,1586
6549779,2,"<p>I'm working on an app that writes data out to a .plist from a view and then pulls it in to populate some UILabels in another view. I've done this several times in the past and it has worked fine on both the device and simulator. This time it's working fine on the simulator but not on the device. I've been through looking at all the connections and code but just can't find why it's not functioning. My suspicion is that for some reason the data is not at the end of the file path, but if it isn't I can't understand why this is the case. </p>

<p>I've Also tried cleaning the targets through the menu and deleting and reinstalling the app on the testing device in the hope that this may rectify the situation, but no joy. </p>

<p>Can anyone offer some insight into why I'm having this problem and how to rectify it? It's why it works on the simulator but not the phone that is confusing me, especially when I've used the same code in the past to make fully functioning apps. I'm using xCode 4 and testing on an iphone 4:</p>

<p>The code is as follows. First I check to see if there is data at the end of a data file path like this:</p>

<pre><code>- (NSString *)dataFilePath
{
    NSArray *paths = NSSearchPathForDirectoriesInDomains(NSDocumentDirectory, NSUserDomainMask, YES);
    NSString *documentsDirctory = [paths objectAtIndex:0];
    return [documentsDirctory stringByAppendingPathComponent:memberDetails];
}
</code></pre>

<p>Then in viewWillAppear I get the data and use it to populate UIlabels in the View. a Few of the labels are visible or invisible based on the data they contain. The viewWillAppear is as follows:</p>

<pre><code>-(void)viewWillAppear:(BOOL)animated

{

// Check data file path and if it exists, load data from there. 
    NSString *filePath = [self dataFilePath];
    if ([[NSFileManager defaultManager] fileExistsAtPath:filePath])

    {
        ///All of the following handles the reloading of data from the plist.
        NSArray *array = [[NSArray alloc] initWithContentsOfFile:filePath];
        memName.text = [array objectAtIndex:0];
        memAddress.text = [array objectAtIndex:1];
        memOccupation.text = [array objectAtIndex:2];
        sherex.text = [array objectAtIndex:3];


        if ([[array objectAtIndex:3] isEqualToString:@""winstonwinston""]) {
            cvName.hidden = NO;
            memName.hidden = NO;
            cvAddress.hidden = NO;
            memAddress.hidden = NO;
            cvOccupation.hidden = NO;
            memOccupation.hidden = NO;
            sherex.hidden = YES;
            altText.hidden = YES;


        } 
        else {
            cvName.hidden = YES;
            memName.hidden = YES;
            cvAddress.hidden = YES;
            memAddress.hidden = YES;
            cvOccupation.hidden = YES;
            memOccupation.hidden = YES;
            sherex.hidden = YES;
            altText.hidden = NO;
        }



        [array release];

    }
    [super viewWillAppear:animated];  
    }
</code></pre>

<p>One thing perhaps worth pointing out is that the if/else statement doesn't seem to be working on the device either. In other words everything in the view is visible. To me this would seem to suggest that the problem might not be the data since if should be able to determine whether or not there is an item called 'winstonwintson' in existence or not and display the hidden/showing elements of the view accordingly.  </p>

<p>If anyone has some insight please help! I'm totally stuck. Thanks for taking the time to read this.</p>
",0,0,2011-07-01T14:22:40.850,1,6549228,396360,1,0,<iphone><xcode><plist><simulator>,"Stumped: property list works in simulator and in other Apps, but not when I test on the iphone 4",406
6574143,1,"<p>The site dedicated to the sensor simulator indicates that the <code>SensorSimulator.apk</code> application must be installed on the emulator. The problem is I can't figure out installing it.</p>

<p>Can anyone help me?</p>

<p>Thanks in advance for the time you will spend trying to help me.</p>
",0,0,2011-07-03T13:00:54.163,0,6563018,667490,1,0,<java><android><simulator><sensor>,Installing the sensor simulator application on the emulator,693
0,1,"<p>i used a MD5 algorithm to create unique string/name for a same image..so i tested with simulator vs ipad.</p>

<p>i downloaded one image in Simulator using safari and created MD5 string for that.it working fine in simulator.in simulator its always creating a same string for same image.</p>

<p>then i downloaded the same image in to ipad from the same site/url through safari. and created a MD5 for this. there is a problem.the two MD5 are different.can any one tell me the exact problem.</p>

<p>is simulator and ipad saving same images in a different size when it downloading.</p>

<p>i used the code:</p>

<p>MyExtensions.h</p>

<hr>

<pre><code>@interface NSData (MyExtensions)
    - (NSString*)md5;
@end
</code></pre>

<p>MyExtensions.m</p>

<pre><code>#import ""MyExtensions.h""
#import &lt;CommonCrypto/CommonDigest.h&gt; // Need to import for CC_MD5 access

@implementation NSData (MyExtensions)
- (NSString*)md5
{
    unsigned char result[16];
    CC_MD5( self.bytes, self.length, result ); // This is the md5 call
    return [NSString stringWithFormat:
        @""%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x%02x"",
        result[0], result[1], result[2], result[3], 
        result[4], result[5], result[6], result[7],
        result[8], result[9], result[10], result[11],
        result[12], result[13], result[14], result[15]
        ];  
}
@end


-(NSString *) md5Image:(UIImage *)img {
    return [UIImagePNGRepresentation(img) md5];
}
</code></pre>
",2,0,2011-07-04T19:37:23.003,1,6575436,686849,1,1,<objective-c><cocoa-touch><ipad><md5><simulator>,problem with MD5 in simulator and device(ipad),680
6577809,3,"<p>I'm trying to use swipe left and right on a UIScrollView. However it looks like swipe left does not work in iPhone simulator even though swipe right does. Did I miss any step?</p>

<pre>
- (void)viewWillAppear:(BOOL)animated {
    [super viewWillAppear:animated];

    self.scrollView.multipleTouchEnabled = YES;
    UISwipeGestureRecognizer *swipe = [[UISwipeGestureRecognizer alloc] initWithTarget:self action:@selector(handleSwipe:)];
    swipe.delaysTouchesBegan = YES;
    swipe.numberOfTouchesRequired = 2;
    [self.scrollView addGestureRecognizer:swipe];
    [swipe release];
}

- (void)handleSwipe:(UISwipeGestureRecognizer *)recognizer
{
    if (recognizer.direction == UISwipeGestureRecognizerDirectionLeft) {

    } else if (recognizer.direction == UISwipeGestureRecognizerDirectionRight) {

    }
}
</pre>
",0,0,2011-07-05T03:41:18.157,1,6577773,120151,1,14,<iphone><simulator><swipe>,"iPhone simulator swipe right works, but swipe left does not?",6363
6611487,4,"<p>I want to simulate keyboard click for a external program.I've tried SendMessage, PostMessage, SendKeys but they do not send the key to one specific program. So i wanted to try SendInput and i have downloaded a good wrapper for <a href=""http://msdn.microsoft.com/en-us/library/ms646310%28v=vs.85%29.aspx"" rel=""noreferrer"">SendInput</a> - <a href=""http://inputsimulator.codeplex.com/"" rel=""noreferrer"">http://inputsimulator.codeplex.com/</a></p>

<p>i have added the assembly to my project but i cannot yet start using any of the functions...</p>

<p>What i have to do?
What ""Using"" should i add?</p>
",1,0,2011-07-07T13:34:36.547,1,6611442,789546,1,5,<c#><wrapper><simulator><sendinput>,C# InputSimulator wrapper - how to use it?,11247
0,2,"<p>I have hit yet another iOS simulator bug.   My question is, is there some workaround?</p>

<p>Bug is this:</p>

<p>Load apple's <strong>AurioTouch</strong> sample Project.</p>

<p>and simply print out the number of frames getting received by the <strong>render callback</strong> (in aurioTouchAppDelegate.mm)</p>

<pre><code>static OSStatus PerformThru(
                            void                        *inRefCon, 
                            AudioUnitRenderActionFlags  *ioActionFlags, 
                            const AudioTimeStamp        *inTimeStamp, 
                            UInt32                      inBusNumber, 
                            UInt32                      inNumberFrames, 
                            AudioBufferList             *ioData)
{
    printf( ""%u, "", (unsigned int)inNumberFrames );
</code></pre>

<p>I get the following output: </p>

<pre><code>471, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, ...
</code></pre>

<p>However, if you comment out the call to <strong>AudioUnitRender</strong> on the next line:</p>

<pre><code>{
    printf( ""%u, "", (unsigned int)inNumberFrames );

    aurioTouchAppDelegate *THIS = (aurioTouchAppDelegate *)inRefCon;
    OSStatus err = 0; // AudioUnitRender(THIS-&gt;rioUnit, ioActionFlags, inTimeStamp, 1, inNumberFrames, ioData);
</code></pre>

<p>It now sends an appropriate number of floats each time.</p>

<pre><code>471, 470, 471, 470, 470, 471, 470, 471, 470, 470, 471, 470, 471, 470, 470, 471, 470,
</code></pre>

<p>Another question I have is: why such a random number as 470, 471?   I read somewhere that you specify the buffer length implicitly by specifying its time duration, and it sets the buffer length to <em>the power of two that yields the best approximation to this duration</em>.   But empirical evidence suggests this is not so.</p>

<p>Anyway, pretty sure this is a bug.  I'm going to go on file it.  If anyone can shed some light, please do!</p>
",1,0,2011-07-09T07:31:05.883,0,6633412,435129,1,1,<ios><core-audio><simulator>,iOS: Bug in the simulator using AudioUnitRender,1188
0,1,"<p>I have created a simple iOS program that compiles without a hitch and runs great on an iPad simulator.  The same program cannot be compiled when I tell XCode 4 to use my attached iPad device.  The problem appears to be that several header files cannot be located when I try to use the attached iPad.</p>

<p>Here are the header files that cannot be located on the iPad device (this is excerpted from the relevant include statements):</p>

<pre><code>#include &lt;sys/socketvar.h&gt;
#include &lt;netinet/tcp_fsm.h&gt;
#include &lt;netinet/tcp_var.h&gt;
</code></pre>

<p>So, for example, the error messages I'm getting are similar to</p>

<blockquote>
  <p>Sys/socketvar.h: No such file or directory</p>
</blockquote>

<p>Please don't be side-tracked by the file names...I'm doing some rather low-level socket-related things in my program and was unable to utilize higher-level APIs provided by Apple.</p>

<p>My question is:  what gives?  I.e., why am I able to run this program (utilizing the three header files noted above) on an iPad simulator, but not an actual iPad?  Also, is there some other location at which these header files can be referenced on a physical iOS device?</p>
",3,0,2011-07-16T17:30:12.287,0,6719049,847981,1,3,<ios><ipad><header-files><simulator>,"Header files in iOS simulator present, but not there on iOS device...?",699
6785409,1,"<p>There is supposedly a dropdown that lets you simulate several different geolocational coordinates in Xcode4 at runtime, feeding straight to the simulator... Where is this menu / how do you access it? </p>
",0,0,2011-07-21T10:46:25.710,0,6774814,357189,1,0,<iphone><ios><xcode><geolocation><simulator>,Geolocation Simulation Debug Dropdown in Xcode 4,987
0,2,"<p>Does anyone know if this is even possible?
If it is possible how can I do this?
Thanks.</p>
",0,0,2011-07-22T11:26:29.220,0,6789289,609626,1,0,<iphone><ios><xcode><simulator>,Export contacts from iPhone simulator to iPhone device,750
0,1,"<p>I reset my simulator often and find that window annoying.  Is there any way I can permanently get rid of it?</p>
",0,0,2011-07-23T13:36:32.037,0,6800718,246568,1,1,<iphone><ios><ipad><simulator>,"iOS simulator -- get rid of the ""reset/don't reset"" window?",148
0,1,"<p>i'm creating a simulation model using Google maps, i have created a new KML layer and marked few areas which are dangerous to users to go through, now i want to add a moving object to resemble a person on top of it and give a warning when that object nearing the area, does any one have the idea of doing animation of that kind using Google maps?</p>
",0,0,2011-07-24T16:10:17.590,0,6807968,202313,1,2,<google-maps><simulation><simulator>,Animation in Google Maps,255
6811257,1,"<p>Does anyone know of an ARM simulator program that I can use to try some assembler programming, e.g. running opcodes, watching register values change etc.?  Can be either Windows or Linux based.</p>

<p>Thank you,
Fred</p>
",0,0,2011-07-24T17:33:40.310,0,6808469,258526,1,0,<arm><simulator>,ARM Cortex simulator that allows single stepping etc,532
0,0,"<p>when I tried to run my app on simulator, it showed below msg, but no any other info, I don't know what's wrong with my project. </p>

<p>And I tried ran on my Device, everything was ok.</p>

<p><img src=""https://i.stack.imgur.com/fepdL.png"" alt=""error msg""></p>
",2,0,2011-07-28T06:26:49.207,0,6854856,723491,1,0,<xcode><simulator>,Xcode: Unknown error when run app on simulator,230
0,1,"<p>I'm looking for a way to write tests in Java for behaviour of a 16F microcontroller, given compiled code. </p>

<p>I have looked for something written in Java that simulates the PIC microcontrollers, but found nothing.</p>

<p>I want to write Java that represents other hardware that the microcontroller will eventually be interfaced with so I can thoroughly test the design. </p>

<p>Are there any? Preferably open source?</p>

<p>Thanks</p>
",2,0,2011-07-28T15:55:10.667,0,6861933,708436,1,0,<java><microcontroller><simulator><pic><microchip>,Writing tests for code compiled for Microchip's PIC 16f series - Need a Simulator written in Java,576
0,0,"<p>I am running my code in Xcode 3.2.4 setting iOS 3.2 with iPad simulator, but when simulator opens iPad simulator but it shows the name as iPhone simulator on the top.</p>

<p>As I have to submit screenshots this has created a mess. How to change the name?</p>
",1,0,2011-08-03T11:57:28.567,2,6926071,809650,1,1,<iphone><xcode><ipad><naming-conventions><simulator>,iPad Simulator Xcode 3.2.4 - Naming,86
0,2,"<p>I do not have a real android device. I completely depend on emulator. So, for the sim contacts, changing sim cards and other purposes regarding sim, i want a simulator for SIM. I didn't find any thing regarding this in our default emulator. Can anyone please help me with any idea on this and any links to third party SIM simulators for android emulator. Thank you in advance..</p>
",2,0,2011-08-04T13:50:00.087,1,6942605,365184,1,20,<android><android-emulator><simulator><sim-card>,How to simulate a SIM card for android,26905
0,1,"<p>I've got the following code:</p>

<pre><code> soundFilenames = [[NSArray alloc] initWithObjects:@""Alarm Clock Bell.caf"", @""Bark.caf"", @""Cartoon Boing.caf"", @""Chimpanzee Calls.caf"", @""School Bell Ringing.caf"", @""Sheep Bah.caf"", @""Squeeze Toy.caf"", @""Tape Rewinding.caf"", nil];

...

-(void)playSound {
    NSAutoreleasePool *pool = [[NSAutoreleasePool alloc] init];
    int index = rand() % [soundFilenames count];
    NSString* filePath = [ [self getBasePath] stringByAppendingPathComponent:     [soundFilenames objectAtIndex:index] ];

    NSFileManager *fileManager = [NSFileManager defaultManager];
    if( [fileManager fileExistsAtPath:filePath] )
        NSLog(@""File %@ exists"", [soundFilenames objectAtIndex:index]);
    else
        NSLog(@""File %@ NOT exists"", [soundFilenames objectAtIndex:index]);

    CFURLRef url = CFURLCreateWithFileSystemPath ( 0, (CFStringRef) filePath, kCFURLPOSIXPathStyle, NO );
    SystemSoundID outSystemSoundID;
    AudioServicesCreateSystemSoundID( url, &amp;outSystemSoundID );
    AudioServicesPlaySystemSound( outSystemSoundID );
    [pool drain];
}
</code></pre>

<p>The output in the simulator and the iphone is something like this:</p>

<pre><code>2011-08-06 00:46:45.323 Alarm[199:5f03] File Cartoon Boing.caf exists
</code></pre>

<p>The problem with that code: When I run this in the simulator everything works fine the sounds are being played but when I run it on my iphone no sound is played? (The method playsound is not called from within the main thread therefore the separated autorelease pool)</p>
",0,0,2011-08-05T22:50:54.323,0,6963418,734444,1,0,<ios><audio><simulator>,ios: system sound played in the simulator but not on the iphone,553
6965701,1,"<p>Events like location changes launch concerning app into background if it is not launched yet. But I don't see how to simulate such scenarios on simulator. Is it possible? How?</p>
",0,0,2011-08-06T04:34:31.843,0,6964792,56149,1,1,<ios><simulator>,How to launch app into background on iOS simulator?,1670
7164915,2,"<p>I wanted to start with the smartcard programming soon. Please help me the things required for starting the learning using javacard. Which IDE (If any IDE Supports), Software and Hardware related? Like Mobile phone simulator is there any smartcard simulator or else if I have to buy a smartcard specify those cards where and how I can get? </p>
",0,0,2011-08-09T06:08:21.680,4,6992040,639891,1,7,<ide><simulator><smartcard><javacard>,Required Things to start Smartcard Programming Using Javacard,7459
0,1,"<p>i am using the Blackberry 9930 simulator to test my Localhost application ,it use to work well and i was able to connect to my application without any problems. But today it  out of  sudden it gave me the following error ""Can not connect to the internat , try agian later"". and i am unable to use it to test my localhost application. i reset it to the factory setting but still it is giving me the same error. 
Hint i am using Windows 7 and i am testing Asp.net MVC 3 web application.
Thanks for any help.
BR</p>
",1,0,2011-08-14T09:04:17.963,0,7055945,891407,1,0,<asp.net><asp.net-mvc-3><simulator><blackberry-simulator>,BlackBerry 9930 Simulator,371
7066157,1,"<p>I’m trying to submit my fist blackberry app.  I wanted to fist test it on the black berry bold 9780.
I was able to install and run the emulator ok.  I loaded in my code file by going to file -> load application or them.  I loaded the file (LITTLE ANIMATION APPERED IN CENTYER OF SCREEN).  I press the right arrow key until all appeared with 6 icons under it for apps.  I did not see my app there.  I then tried favreit, which was empty. I could not fine my app anywise.  How do I run the app after I load it? 
Ted</p>
",0,0,2011-08-15T13:32:04.467,0,7065527,564653,1,0,<blackberry><simulator><bold>,Can't figure out how to run my blackberry app in blackberry bold 9780 simulator,127
7092642,3,"<p>I'm unable to run simulator for testing iPhone3GS below version of 4.0. I have built my app with xcode4 and now, I want to test it how it works in iPhone3GS. I have read that I should install previous version of xcode, so I have installed xcode3. My IPHONEOS_DEPLOYMENT_TARGET is set to 3.1 in projects settings (xcode3). But still I can't see any iphone versions below 4.0 in simulator select list. What am I missing?</p>
",0,0,2011-08-17T11:54:49.117,0,7092379,597292,1,0,<iphone><objective-c><deployment><simulator>,Unable to run simulator for iPhone3GS from xcode3,104
7171784,3,"<p>I'm trying to develop a pc application(mainly for microsoft windows) to provide mobile phone emulation（especially on game) experience for the end users. It's like if you are an end user, you can download some mobile apps on your pc and test them on your pc rather than uploading to you mobile device before you really wanna have it. </p>

<p>I'm not trying to make it a device simulator with the os img installed, as there is no os img publicly available for some os, and it might not be so user-freindly either. All I wanna do is to load and parse the app installation file and simulate the look &amp; feel of it, and help our users to make their decisions if they wanna install it or not.</p>

<p>If feasibly, we'd like to support the following mobile app file formats:</p>

<p>1). jar for j2me application(midp 1.x, midp 2.0, cldc 1.x, opengl 3d, feature phone api like nokia, sansumg, simense, motorola, etc.)</p>

<p>2). sis/sisx for symbian os(s60 v3, s60 v5, s60 uiq, s^2, s^3 etc.)</p>

<p>3). apk for android os(1.6, 2.1, 2.2, 2.3, 3.0 etc.)</p>

<p>4). cab/exe for windows mobile(mobile 2003, mobile 5.x, mobile 6.x etc.)</p>

<p>5). ipa for iphone(iphone 3g, 3gs, iphone 4, ipad, ipod etc.)</p>

<p>For jar it would not be such a big problem, as there are some apps like kemulator, microemulator succeed in doing this. For symbian/android, they might be no problem as they are both opensourced. But for windows mobile/iphone, they are big problems as there are no source code to reference, especially for iphone such a proprietary os. </p>

<p>Any suggestions or clues are greatly aprreicated. Thanks. </p>
",1,0,2011-08-22T04:25:24.857,1,7143165,2676143,1,0,<iphone><android><java-me><symbian><simulator>,Mobile phone emulator for end users on mainstream mobile phone platforms,851
8954717,3,"<p>I have a navigation bar with three buttons on the right (arrows for navigation + a sharing button). On the Iphone simulator I can see them well and they are working perfect. When I installed the app on a real Iphone 4 device the buttons are not shown at all!!! 
(my simulator is IPhone 3, if it metter).
My code is:</p>

<pre><code>UIToolbar *tools = [[UIToolbar alloc]
                    initWithFrame:CGRectMake(0, 0, 70.0f,     44.01f)]; // 44.01 shifts it up 1px for some reason
tools.clearsContextBeforeDrawing = NO;
tools.clipsToBounds = NO;
tools.tintColor = [UIColor colorWithWhite:0.305f alpha:0.0f]; // closest I could get by eye to black, translucent style.
// anyone know how to get it perfect?
tools.barStyle = -1; // clear background


NSMutableArray *buttons = [[NSMutableArray alloc] initWithCapacity:3];

// Create a standard refresh button.
UIBarButtonItem *bi = [[UIBarButtonItem alloc] initWithImage:[UIImage imageNamed:@""share.png""] style:UIBarButtonItemStylePlain target:self action:@selector(shareClicked)];
//initWithBarButtonSystemItem:UIBarButtonSystemItemRefresh target:self action:@selector(refresh:)];
[buttons addObject:bi];
[bi release];

// Create a spacer.
bi = [[UIBarButtonItem alloc] initWithImage:[UIImage imageNamed:@""scroll left.png""] style:UIBarButtonItemStylePlain target:self action:@selector(upClicked)];
//bi.width = 12.0f;
[buttons addObject:bi];
[bi release];

// Add profile button.
bi = [[UIBarButtonItem alloc] initWithImage:[UIImage imageNamed:@""scroll right.png""] style:UIBarButtonItemStylePlain target:self action:@selector(downClicked)];
//bi.style = UIBarButtonItemStyleBordered;
[buttons addObject:bi];
[bi release];

// Add buttons to toolbar and toolbar to nav bar.
[tools setItems:buttons animated:NO];
[buttons release];
UIBarButtonItem *twoButtons = [[UIBarButtonItem alloc] initWithCustomView:tools];
[tools release];
self.navigationItem.rightBarButtonItem = twoButtons;
[twoButtons release];
</code></pre>
",2,0,2011-08-28T13:27:58.980,1,7221264,916450,1,2,<ios><iphone><simulator><navigationbar>,Navigation bar buttons not showing on real device,1559
7236266,3,"<p>Has apple protected the iPhone-Simulator-UI?</p>

<p>I want to publish some screenshots of my app.</p>
",2,0,2011-08-29T21:17:54.530,0,7236094,437899,1,1,<iphone><simulator>,iPhone-Simulator: Screenshots & copyrights,341
7309620,1,"<p>I dont know since when this happened, maybe after the upgrade to Mac OS Lion and Xcode 4.1. But I am not sure.</p>

<p>I have quite a large project for iOS which is constrained by the Game Center / Game Kit. I get straight to the point: On the simulator I just can not connect to the Game Center anymore.
Even when I open up the ""Game Center""-App on the simulator and click on ""Create Account"" for example I get the error message: ""Game Center account services are currently unavailable. Please try again later.""</p>

<p>I already googled for a few days, here is what I tried:</p>

<ul>
<li><p>I configured my router like Apple says in the documentation, although it did work before the configuations a few weeks ago. I also checked different networks / Routers.</p></li>
<li><p>I completely deleted the XCode Developer tools (the whole /Developer/-Folder) and the iPhone Simulator cahce in <code>~/Library/Application Support/iPhone Simulator</code> and reinstalled everything</p></li>
<li><p>of course I resettet the device plenty of times</p></li>
</ul>

<p>The Simulator has an internet-connection. When I open up Safari I can browse the net.</p>

<p>Thank you, I really would apprecheate any help or advice!
Fabian</p>
",1,0,2011-08-31T15:02:08.313,0,7259007,898628,1,7,<objective-c><ios><connection><simulator><game-center>,"""Game Center account services are currently unavailable"" on Simulator",3447
0,2,"<p>For the Android Simulator, I've tried many things to try and get Android to detect that I have a large screen (to get it to use the xml files found in layout-large folder), but it always falls back to the normal layout (xml files in layout folder). I've tried the following:</p>

<ol>
<li>Set simulator resolution to 1024x768 </li>
<li>Set abstract LCD density to 350</li>
<li>Set it to scale to real size (in the dialog box right after clicking
""start"")</li>
</ol>

<p>Is there something I'm missing to force android to use the layouts in layout-large folder?</p>
",0,0,2011-09-01T09:43:18.747,0,7268601,505259,1,0,<android><screen><simulator>,Android Simulator: How to get it to detect layout-large?,472
